Product ID            |Product Name|Quantity|Medicento Price|MRP|Discount| - |-|Manufacturer|.|Y|0.000|0.000|0.000|0.00|,,
119691         |NOVAMOX CV 375MG |6S|145.36|203.50|24.000|9/1 - 0/0|5/9.0|CIPLA SPECTRACARE  I|.|Y|9.000|1.000|5.000|9.00|,,
119692         |NOVAMOX CV 457DT |6S|64.37|84.00|0.000| - |-|CIPLA RESP TEAM II|.|Y|0.000|0.000|0.000|0.00|,,
119693         |NOVAMOX CV D/S |30ML|42.44|59.42|13.000|5/1 - 0/0|5/16.0|CIPLA SPECTRACARE  I|.|Y|5.000|1.000|5.000|16.00|,,
119694         |NOVAMOX CV DROPS |10ML|62.46|87.45|13.000| - |-|CIPLA SPECTRACARE  I|.|Y|0.000|0.000|0.000|0.00|,,
119695         |NOVAMOX CV FORTE SYRUP |30ML|114.37|160.12|22.000|5/1 - 0/0|5/16.0|CIPLA SPECTRACARE  I|.|Y|5.000|1.000|5.000|16.00|,,
119696         |NOVAMOX D/SYP |30ML|18.15|25.41|30.000| - |-|CIPLA RESP TEAM II|.|Y|0.000|0.000|0.000|0.00|,,
119697         |NOVAMOX DROPS |10ML|35.00|49.00|16.000|9/1 - 0/0|9/9.0|CIPLA SPECTRACARE LEGEND|.|Y|9.000|1.000|9.000|9.00|,,
119698         |NOVAMOX DRY SYRUP |60ML|30.00|42.00|0.000| - |-|CIPLA RESP TEAM II|.|Y|0.000|0.000|0.000|0.00|,,
119699         |NOVAMOX LB 250MG  |10S|47.13|61.50|0.000| - |-|CIPLA RESP TEAM II|.|Y|0.000|0.000|0.000|0.00|,,
119700         |NOVAMOX LB 500 MG |10S|115.90|162.27|211.000|9/1 - 0/0|5/9.0|CIPLA SPECTRACARE  I|.|Y|9.000|1.000|5.000|9.00|,,
119701         |NOVAMOX RED DROPS |10ML|36.30|50.82|29.000|9/1 - 0/0|5/9.0|CIPLA SPECTRACARE LEGEND|.|Y|9.000|1.000|5.000|9.00|,,
119702         |OMNIX 100 D/S|30ML|50.37|70.52|56.000|4/1 - 0/0|4/20.0|CIPLA|.|Y|4.000|1.000|4.000|20.00|,,
119703         |OMNIX -O TAB |10S|103.71|145.20|31.000|4/1 - 0/0|4/20.0|CIPLA|.|Y|4.000|1.000|4.000|20.00|,,
119704         |OMNIX 100 DT |10S|54.34|76.07|23.000|4/1 - 0/0|4/20.0|CIPLA|.|Y|4.000|1.000|4.000|20.00|,,
119705         |OMNIX 200 DT |10S|75.11|105.16|55.000|5/1 - 0/0|5/16.0|CIPLA|.|Y|5.000|1.000|5.000|16.00|,,
119706         |OMNIX 50 DRY SYP |30ML|33.91|47.47|110.000|10/1 - 0/0|10/9.0|CIPLA|.|Y|10.000|1.000|10.000|9.00|,,
119707         |OMNIX CV 200 TAB |10S|164.62|230.47|16.000|4/1 - 0/0|4/20.0|CIPLA|.|Y|4.000|1.000|4.000|20.00|,,
119708         |QINARSOL 2ML INJ |VAIL|14.45|19.05|0.000| - |-|CIPLA RESP TEAM II|.|Y|0.000|0.000|0.000|0.00|,,
119709         |QINARSOL 300 TAB |10S|40.61|53.55|0.000| - |-|CIPLA SPECTRACARE  I|.|Y|0.000|0.000|0.000|0.00|,,
119710         |QINARSOL-1ML-INJ|1ML|7.96|10.50|0.000| - |-|CIPLA RESP TEAM II|.|Y|0.000|0.000|0.000|0.00|,,
119711         |RESTYL 0.25 $|15S|16.63|23.28|226.000| - |-|CIPLA|.|Y|0.000|0.000|0.000|0.00|,,
119712         |RESTYL 0.5 MG $|15S|33.74|47.24|278.000| - |-|CIPLA|.|Y|0.000|0.000|0.000|0.00|,,
119713         |RESTYL 1MG $|10S|34.14|47.79|105.000| - |-|CIPLA|.|Y|0.000|0.000|0.000|0.00|,,
119714         |RESTYL SR 0.5MG $|10S|23.57|33.00|0.000| - |-|CIPLA|.|Y|0.000|0.000|0.000|0.00|,,
119715         |RID AR KID TAB|10S|63.22|88.50|0.000|9/1 - 0/0|5/9.0|CIPLA|.|Y|9.000|1.000|5.000|9.00|,,
119716         |RID-AR TAB |10S|117.86|165.00|38.000|5/1 - 0/0|5/16.0|CIPLA|.|Y|5.000|1.000|5.000|16.00|,,
119717         |THEO ASTHALIN FORTE |20S|10.28|14.39|60.000| - |-|CIPLA|.|Y|0.000|0.000|0.000|0.00|,,
119718         |THEO ASTHALIN SR TAB |10S|6.72|8.77|0.000| - |-|CIPLA|.|Y|0.000|0.000|0.000|0.00|,,
119719         |THEO ASTHALIN SYRUP |100ML|50.56|70.78|30.000| - |-|CIPLA|.|Y|0.000|0.000|0.000|0.00|,,
119720         |THEO ASTHALIN TAB    |30S|9.27|12.98|89.000| - |-|CIPLA|.|Y|0.000|0.000|0.000|0.00|,,
119721         |VITOMIN D3 60K TAB|4S|67.50|94.50|0.000| - |-|CIPLA SPECTRACARE  I|.|Y|0.000|0.000|0.000|0.00|,,
119722         |VITOMIN D3 GRANULES|1GM|19.71|27.50|0.000| - |-|CIPLA SPECTRACARE  I|.|Y|0.000|0.000|0.000|0.00|,,
119727         |CEFBACT 1 GM INJ |VAIL|40.48|56.67|0.000| - |-|CIPLA SPECTRACARE II|.|Y|0.000|0.000|0.000|0.00|,,
119729         |CHYMOCIP TAB |20S|215.29|301.40|20.000|9/1 - 0/0|5/9.0|CIPLA SPECTRACARE II|.|Y|9.000|1.000|5.000|9.00|,,
119730         |EMESET 2 ML INJ^|2ML|9.15|12.81|460.000|1/1 - 0/0|1/50.0|CIPLA SPECTRACARE II|.|Y|1.000|1.000|1.000|50.00|,,
119731         |EMESET 4 MG    TAB|10S|37.39|52.34|277.000|5/1 - 0/0|5/16.0|CIPLA SPECTRACARE II|.|Y|5.000|1.000|5.000|16.00|,,
119732         |EMESET 4 ML INJ ^|4ML|18.30|25.62|117.000|3/1 - 0/0|3/25.0|CIPLA SPECTRACARE II|.|Y|3.000|1.000|3.000|25.00|,,
119733         |EMESET 8 MG   TAB|10S|77.84|108.97|96.000|5/1 - 0/0|5/16.0|CIPLA SPECTRACARE II|.|Y|5.000|1.000|5.000|16.00|,,
119734         |EMESET-2 OD TAB|10S|56.87|75.00|0.000| - |-|CIPLA SPECTRACARE II|.|Y|0.000|0.000|0.000|0.00|,,
119735         |FORCAN 150 MG    |1S|9.27|12.98|281.000|9/1 - 0/0|9/9.0|CIPLA|.|Y|9.000|1.000|9.000|9.00|,,
119736         |FORCAN 200 MG |4S|58.80|82.32|109.000| - |-|CIPLA|.|Y|0.000|0.000|0.000|0.00|,,
119737         |FORCAN 50 MG |4S|31.76|44.46|45.000| - |-|CIPLA|.|Y|0.000|0.000|0.000|0.00|,,
119740         |LACSYP SYRUP (SMALL) |100ML|71.07|99.50|0.000| - |-|CIPLA SPECTRACARE II|.|Y|0.000|0.000|0.000|0.00|,,
119741         |LINOSPAN 600MG |4S|258.64|362.09|10.000|5/1 - 0/0|5/16.0|CIPLA SPECTRACARE II|.|Y|5.000|1.000|5.000|16.00|,,
119742         |LINOSPAN INFUSION 300 (BIG) |300ML|287.20|374.77|0.000| - |-|CIPLA SPECTRACARE II|.|Y|0.000|0.000|0.000|0.00|,,
119744         |NOVACLOX CAPS **B|9S|50.89|71.00|0.000| - |-|CIPLA SPECIALITIES |.|Y|0.000|0.000|0.000|0.00|,,
119745         |NOVACLOX LB CAPS |9S|57.86|81.00|0.000| - |-|CIPLA SPECTRACARE II|.|Y|0.000|0.000|0.000|0.00|,,
119746         |NOVACLOX PED TAB  **B|15S|36.40|48.00|0.000| - |-|CIPLA SPECIALITIES |.|Y|0.000|0.000|0.000|0.00|,,
119747         |NOVAMOX CV 1.2 INJ  |VAIL|94.30|132.01|0.000| - |-|CIPLA SPECTRACARE  I|.|Y|0.000|0.000|0.000|0.00|,,
119748         |NOVAMOX CV 625  -|6S|140.61|196.86|16.000|5/1 - 0/0|5/16.0|CIPLA SPECTRACARE  I|.|Y|5.000|1.000|5.000|16.00|,,
119750         |OFLOX 100 DT |10S|31.82|44.55|11.000|5/1 - 0/0|5/16.0|CIPLA|.|Y|5.000|1.000|5.000|16.00|,,
119751         |OFLOX 100 REDUSE |60ML|87.72|122.81|40.000|5/1 - 0/0|5/16.0|CIPLA|.|Y|5.000|1.000|5.000|16.00|,,
119752         |OFLOX 200 MG |10S|52.29|73.20|45.000|5/1 - 0/0|5/16.0|CIPLA|.|Y|5.000|1.000|5.000|16.00|,,
119753         |OFLOX 400 MG |10S|189.75|265.65|20.000|5/1 - 0/0|5/16.0|CIPLA|.|Y|5.000|1.000|5.000|16.00|,,
119754         |OFLOX 50 REDIUSE |60ML|41.49|58.08|28.000|5/1 - 0/0|5/16.0|CIPLA|.|Y|5.000|1.000|5.000|16.00|,,
119755         |OFLOX D EYE DROPS |10ML|12.10|16.94|71.000| - |-|CIPLA|.|Y|0.000|0.000|0.000|0.00|,,
119756         |OFLOX EYE DROPS |5ML|23.97|33.55|42.000| - |-|CIPLA|.|Y|0.000|0.000|0.000|0.00|,,
119757         |OFLOX EYE OINT|5G|8.20|10.70|0.000| - |-|CIPLA|.|Y|0.000|0.000|0.000|0.00|,,
119758         |OFLOX INFUSION |100ML|102.41|143.38|87.000|1/2 - 0/0|1/70.0|CIPLA|.|Y|1.000|2.000|1.000|70.00|,,
119759         |OFLOX OZ TAB |10S|102.30|143.22|98.000|5/1 - 0/0|5/16.0|CIPLA SPECTRACARE II|.|Y|5.000|1.000|5.000|16.00|,,
119760         |OFLOX TZ TAB |10S|91.54|128.15|13.000|4/1 - 0/0|4/20.0|CIPLA|.|Y|4.000|1.000|4.000|20.00|,,
119761         |OMNICAL 500 |15S|37.99|53.00|0.000| - |-|CIPLA SPECIALITIES |.|Y|0.000|0.000|0.000|0.00|,,
119762         |OMNIKACIN 500 INJ ^|VAIL|92.19|121.00|100.000|1/2 - 0/0|1/67.0|CIPLA SPECTRACARE II|.|Y|1.000|2.000|1.000|67.00|,,
119768         |PANSEC DSR CAP |15S|139.12|194.77|50.000|5/1 - 0/0|5/16.0|CIPLA SPECTRACARE II|.|Y|5.000|1.000|5.000|16.00|,,
119769         |PANSEC IV ^|100ML|34.85|48.79|50.000| - |-|CIPLA SPECTRACARE II|.|Y|0.000|0.000|0.000|0.00|,,
119770         |PANSEC RX TAB |10S|51.57|68.00|0.000| - |-|CIPLA SPECIALITIES |.|Y|0.000|0.000|0.000|0.00|,,
119771         |PANSEC TAB |15S|133.47|186.86|81.000|5/1 - 0/0|5/16.0|CIPLA SPECTRACARE II|.|Y|5.000|1.000|5.000|16.00|,,
119772         |ZIPRAX 100DT |10S|51.75|72.45|19.000|4/1 - 0/0|4/20.0|CIPLA SPECTRACARE II|.|Y|4.000|1.000|4.000|20.00|,,
119773         |ZIPRAX 200 DT |10S|75.11|105.16|0.000|4/1 - 0/0|4/20.0|CIPLA SPECTRACARE II|.|Y|4.000|1.000|4.000|20.00|,,
119774         |OMNIKACIN 250 INJ|.|28.91|37.95|80.000| - |-|CIPLA SPECTRACARE II|.|Y|0.000|0.000|0.000|0.00|,,
119775         |AMLOPRES 10 MG |10S|39.68|55.55|33.000| - |-|CIPLA VITALIS III|.|Y|0.000|0.000|0.000|0.00|,,
119776         |AMLOPRES 2.5 MG            15|15S|19.27|26.98|29.000| - |-|CIPLA VITALIS III|.|Y|0.000|0.000|0.000|0.00|,,
119777         |.AMLOPRES 5 TABS  * |15S|30.60|42.84|0.000| - |-|CIPLA VITALIS III|.|Y|0.000|0.000|0.000|0.00|,,
119778         |AMLOPRES AT 25 MG          15|15S|59.32|83.05|57.000|9/1 - 0/0|5/9.0|CIPLA VITALIS III|.|Y|9.000|1.000|5.000|9.00|,,
119779         |AMLOPRES AT TAB  -|15S|87.72|122.81|381.000|9/1 - 0/0|5/9.0|CIPLA VITALIS III|.|Y|9.000|1.000|5.000|9.00|,,
119780         |AZEE 100 DT |3S|16.42|22.99|20.000| - |-|CIPLA NURTURE 1|.|Y|0.000|0.000|0.000|0.00|,,
119781         |AZEE 100MG SYP|15ML|27.09|37.92|88.000|9/1 - 0/0|9/9.0|CIPLA NURTURE 1|.|Y|9.000|1.000|9.000|9.00|,,
119782         |AZEE 200MG SYP|15ML|32.94|46.12|52.000|9/1 - 0/0|9/9.0|CIPLA NURTURE 1|.|Y|9.000|1.000|9.000|9.00|,,
119783         |AZEE 250 TAB |10S|82.64|115.69|48.000| - |-|CIPLA SPECTRACARE III|.|Y|0.000|0.000|0.000|0.00|,,
119784         |AZEE 500 MG TAB  5S|5S|84.91|118.88|87.000|9/1 - 0/0|5/9.0|CIPLA SPECTRACARE III|.|Y|9.000|1.000|5.000|9.00|,,
119785         |AZEE INJ 500MG |VAIL|150.51|210.72|24.000|4/1 - 0/0|4/20.0|CIPLA SPECTRACARE III|.|Y|4.000|1.000|4.000|20.00|,,
119786         |AZEE TAB 1000 MG |1S|42.90|60.06|12.000| - |-|CIPLA SPECTRACARE III|.|Y|0.000|0.000|0.000|0.00|,,
119787         |CEFADUR 125 DT |10S|9.96|13.00|0.000| - |-|CIPLA SPECIALITIES 2|.|Y|0.000|0.000|0.000|0.00|,,
119788         |CEFADUR 125 REDIUSE |30ML|13.23|18.27|0.000| - |-|CIPLA SPECIALITIES 2|.|Y|0.000|0.000|0.000|0.00|,,
119789         |CEFADUR 250 DT |10S|18.83|26.00|0.000| - |-|CIPLA SPECIALITIES 2|.|Y|0.000|0.000|0.000|0.00|,,
119790         |CEFADUR 250 REDIUSE |30ML|20.68|27.00|0.000| - |-|CIPLA SPECIALITIES 2|.|Y|0.000|0.000|0.000|0.00|,,
119791         |CEFADUR 500 TAB |10S|31.84|42.45|0.000| - |-|CIPLA SPECIALITIES 2|.|Y|0.000|0.000|0.000|0.00|,,
119792         |CEFADUR REDIUSE DROPS |10ML|13.76|19.00|0.000| - |-|CIPLA SPECIALITIES 2|.|Y|0.000|0.000|0.000|0.00|,,
119793         |CEFOPROX CV 325 |10S|196.43|275.00|0.000|5/1 - 0/0|5/16.0|CIPLA SPECTRACARE  I|.|Y|5.000|1.000|5.000|16.00|,,
119799         |FAROBACT 200 |6S|372.07|520.90|8.000|4/1 - 0/0|4/20.0|CIPLA SPECTRACARE III|.|Y|4.000|1.000|4.000|20.00|,,
119800         |LEVOFLOX 250 TAB |10S|34.50|48.30|27.000|9/1 - 0/0|9/9.0|CIPLA SPECTRACARE III|.|Y|9.000|1.000|9.000|9.00|,,
119801         |LEVOFLOX 500 TAB                 18|10S|63.11|88.36|115.000|9/1 - 0/0|5/9.0|CIPLA SPECTRACARE III|.|Y|9.000|1.000|5.000|9.00|,,
119802         |LEVOFLOX 750MG |5S|42.78|59.89|52.000|9/1 - 0/0|5/9.0|CIPLA SPECTRACARE III|.|Y|9.000|1.000|5.000|9.00|,,
119803         |LEVOFLOX IV |100ML|122.57|171.60|36.000|1/2 - 0/0|1/66.0|CIPLA SPECTRACARE III|.|Y|1.000|2.000|1.000|66.00|,,
119804         |MONTAIR PLUS TABS |10S|182.79|255.91|13.000| - |-|CIPLA SPECTRACARE III|.|Y|0.000|0.000|0.000|0.00|,,
119805         |MOXIFLOX TAB|5S|99.16|138.82|7.000| - |-|CIPLA SPECTRACARE III|.|Y|0.000|0.000|0.000|0.00|,,
119806         |MUCOPHYLINE CAP |10S|60.89|85.25|10.000| - |-|CIPLA SPECTRACARE III|.|Y|0.000|0.000|0.000|0.00|,,
119807         |NICOTEX-2MG MINT +|9S|52.20|77.00|434.000|17/1 - 0/0|9/5.0|CIPLA OTC|.|Y|17.000|1.000|9.000|5.00|,,
119808         |NICOTEX-2MG  PAAN |9S|52.20|77.00|44.000|17/1 - 0/0|9/5.0|CIPLA OTC|.|Y|17.000|1.000|9.000|5.00|,,
119809         |CILNIKEM 10MG TAB |10S|62.14|87.00|0.000| - |-|ALKEM CRONIC|.|Y|0.000|0.000|0.000|0.00|,,
119810         |NICOTEX-4MG PAAN |9S|65.08|96.00|99.000|17/1 - 0/0|9/5.0|CIPLA OTC|.|Y|17.000|1.000|9.000|5.00|,,
119811         |NUTROLIN B PLUS CAP |15S|29.81|41.74|91.000|10/1 - 0/0|10/9.0|CIPLA SPECTRACARE III|.|Y|10.000|1.000|10.000|9.00|,,
119812         |RABICIP 10 MG TAB|15S|34.12|45.00|0.000| - |-|CIPLA SPECIALITIES 2|.|Y|0.000|0.000|0.000|0.00|,,
119813         |RABICIP 20 MG TAB|15S|95.03|133.05|43.000|5/1 - 0/0|5/16.0|CIPLA SPECTRACARE III|.|Y|5.000|1.000|5.000|16.00|,,
119814         |RABICIP D CAP  -|15S|135.00|189.00|19.000|5/1 - 0/0|5/16.0|CIPLA SPECIALITIES 2|.|Y|5.000|1.000|5.000|16.00|,,
119815         |RABICIP I.V |VAIL|74.39|104.15|26.000|2/1 - 0/0|2/40.0|CIPLA SPECTRACARE III|.|Y|2.000|1.000|2.000|40.00|,,
119816         |RABICIP L CAP|10S|136.12|190.57|12.000| - |-|CIPLA SPECTRACARE III|.|Y|0.000|0.000|0.000|0.00|,,
119817         |VITOMIN Z CAPS |10S|36.78|51.50|0.000| - |-|CIPLA|.|Y|0.000|0.000|0.000|0.00|,,
119818         |VITOMIN Z DROPS |15ML|24.74|36.50|0.000| - |-|CIPLA|.|Y|0.000|0.000|0.000|0.00|,,
119819         |VITOMIN Z SYRUP |200ML|77.97|115.00|0.000| - |-|CIPLA|.|Y|0.000|0.000|0.000|0.00|,,
119821         |AMLOPRES L TAB  -              15|15S|117.46|164.45|69.000| - |-|CIPLA VITALIS III|.|Y|0.000|0.000|0.000|0.00|,,
119822         |CRESAR 20 MG            18|15S|43.58|61.01|51.000| - |-|CIPLA VITALIS III|.|Y|0.000|0.000|0.000|0.00|,,
119823         |CRESAR 40 MG  -            22|15S|77.38|108.33|35.000| - |-|CIPLA VITALIS III|.|Y|0.000|0.000|0.000|0.00|,,
119824         |CRESAR 80 MG |10S|78.64|110.09|15.000| - |-|CIPLA VITALIS III|.|Y|0.000|0.000|0.000|0.00|,,
119825         |CRESAR AM TAB              22|15S|65.47|91.65|71.000| - |-|CIPLA VITALIS III|.|Y|0.000|0.000|0.000|0.00|,,
119826         |CRESAR H TAB  -           22|10S|143.25|200.55|65.000| - |-|CIPLA VITALIS III|.|Y|0.000|0.000|0.000|0.00|,,
119827         |DYTOR 10            14|15S|50.13|70.18|11.000| - |-|CIPLA VITALIS III|.|Y|0.000|0.000|0.000|0.00|,,
119828         |DYTOR 100            14|10S|248.05|347.27|15.000| - |-|CIPLA VITALIS III|.|Y|0.000|0.000|0.000|0.00|,,
119829         |DYTOR 20             20|15S|98.96|138.54|158.000| - |-|CIPLA VITALIS III|.|Y|0.000|0.000|0.000|0.00|,,
119830         |DYTOR 40              14|10S|128.34|179.68|129.000| - |-|CIPLA VITALIS III|.|Y|0.000|0.000|0.000|0.00|,,
119831         |DYTOR 5               16|15S|31.82|44.55|184.000| - |-|CIPLA VITALIS III|.|Y|0.000|0.000|0.000|0.00|,,
119832         |DYTOR INJ |2ML|11.79|16.50|80.000| - |-|CIPLA VITALIS III|.|Y|0.000|0.000|0.000|0.00|,,
119833         |FENOLIP 145 TAB          18|10S|126.19|176.66|42.000| - |-|CIPLA VITALIS III|.|Y|0.000|0.000|0.000|0.00|,,
119834         |NEBICIP 2.5MG TAB |10S|43.64|61.10|59.000| - |-|CIPLA VITALIS III|.|Y|0.000|0.000|0.000|0.00|,,
119835         |NEBICIP 5MG TAB |10S|73.46|102.85|13.000| - |-|CIPLA VITALIS III|.|Y|0.000|0.000|0.000|0.00|,,
119836         |OMALASOFT CAP |10S|68.85|90.00|0.000| - |-|CIPAL SPECIALITIES 3|.|Y|0.000|0.000|0.000|0.00|,,
119837         |PRANDIAL 0.2 MG  -|10S|35.75|50.05|62.000| - |-|CIPLA VITALIS III|.|Y|0.000|0.000|0.000|0.00|,,
119838         |PRANDIAL 0.3 MG |10S|53.82|75.35|213.000| - |-|CIPLA VITALIS III|.|Y|0.000|0.000|0.000|0.00|,,
119839         |PRANDIAL M 0.2MG TAB -|10S|36.54|51.15|10.000| - |-|CIPLA VITALIS III|.|Y|0.000|0.000|0.000|0.00|,,
119840         |PRANDIAL M 0.3 MG  -|10S|60.93|85.30|17.000| - |-|CIPLA VITALIS III|.|Y|0.000|0.000|0.000|0.00|,,
119841         |ROSULIP F 10 TAB      /|10S|162.49|227.48|27.000| - |-|CIPLA VITALIS II|.|Y|0.000|0.000|0.000|0.00|,,
119842         |ROSULIP F 5 TAB      /|10S|101.36|141.90|8.000| - |-|CIPLA VITALIS II|.|Y|0.000|0.000|0.000|0.00|,,
119843         |STARPILL TAB |10S|104.99|145.00|0.000| - |-|CIPLA VITALIS III|.|Y|0.000|0.000|0.000|0.00|,,
119844         |TRIEXER 1MG  - **B|10S|82.54|115.55|20.000| - |-|CIPLA VITALIS III|.|Y|0.000|0.000|0.000|0.00|,,
119845         |TRIEXER 2MG  - **B         22|10S|114.95|160.93|50.000| - |-|CIPLA VITALIS III|.|Y|0.000|0.000|0.000|0.00|,,
119850         |TRIVEDON MR             24|10S|100.97|141.35|98.000| - |-|CIPLA VITALIS III|.|Y|0.000|0.000|0.000|0.00|,,
119851         |AMLOPRES TL TAB                 16|15S|65.46|91.65|98.000| - |-|CIPLA VITALIS III|.|Y|0.000|0.000|0.000|0.00|,,
119852         |ATORLIP 80 MG |7S|167.75|234.85|4.000| - |-|CIPLA VITALIS CRITICAL CAR|.|Y|0.000|0.000|0.000|0.00|,,
119853         |ENCLEX 40 INJ ^|0.4ML|318.33|417.81|10.000|1/1 - 0/0|1/50.0|CIPLA VITALIS CRITICAL CAR|.|Y|1.000|1.000|1.000|50.00|,,
119854         |ENCLEX 60 INJ ^|1S|477.50|626.72|10.000|1/1 - 0/0|1/50.0|CIPLA VITALIS CRITICAL CAR|.|Y|1.000|1.000|1.000|50.00|,,
119855         |METOLAR 100 MG |10S|52.64|73.70|18.000| - |-|CIPLA VITALIS CRITICAL CAR|.|Y|0.000|0.000|0.000|0.00|,,
119856         |METOLAR 25 MG               18|15S|26.03|36.44|225.000| - |-|CIPLA VITALIS CRITICAL CAR|.|Y|0.000|0.000|0.000|0.00|,,
119857         |METOLAR 50 MG             18|15S|41.61|58.25|232.000| - |-|CIPLA VITALIS CRITICAL CAR|.|Y|0.000|0.000|0.000|0.00|,,
119858         |SOTALAR 40MG TAB |10S|72.17|101.03|28.000| - |-|CIPLA VITALIS CRITICAL CAR|.|Y|0.000|0.000|0.000|0.00|,,
119859         |CEFBACT T 1GM INJ|1GM|126.78|177.50|0.000| - |-|CIPLA SPECTRACARE II|.|Y|0.000|0.000|0.000|0.00|,,
119860         |IMATIB 400MG|10S|1069.44|1437.33|0.000| - |-|***NO EXP * VAC|.|Y|0.000|0.000|0.000|0.00|,,
119861         |OMNIX 50 DT|10S|34.50|48.30|10.000|4/1 - 0/0|4/20.0|CIPLA|.|Y|4.000|1.000|4.000|20.00|,,
119862         |ZOLDRIA 4MG INJ|5ML|2346.19|3079.37|0.000| - |-|***NO EXP * MAYUSH|.|Y|0.000|0.000|0.000|0.00|,,
119863         |BUDECORT 0.5 RES |2ML|16.67|23.34|2407.000|9/1 - 0/0|9/9.0|CIPLA RESP 3 NEBULIZATION|.|Y|9.000|1.000|9.000|9.00|,,
119864         |COGNOLIN-P TAB|10S|428.61|600.05|15.000| - |-|CIPLA IMPULSE 2|.|Y|0.000|0.000|0.000|0.00|,,
119865         |IMICRIT 1GM INJ|1GM|2329.25|3260.95|10.000|1/1 - 0/0|1/50.0|CIPLA CRITICAL CARE|.|Y|1.000|1.000|1.000|50.00|,,
119866         |FERTOMID 100|10S|45.79|64.11|8.000| - |-|CIPLA SPECIALITIES 2|.|Y|0.000|0.000|0.000|0.00|,,
119867         |NOVACEF 500 4S|10S|427.23|598.12|6.000|9/1 - 0/0|5/9.0|CIPLA SPECTRACARE II|.|Y|9.000|1.000|5.000|9.00|,,
119868         |PREDONE 10 TAB|10S|6.61|8.62|0.000| - |-|CIPLA SPECTRACARE  I|.|Y|0.000|0.000|0.000|0.00|,,
119869         |PREDONE 5 TAB|10S|3.58|4.67|0.000| - |-|CIPLA SPECTRACARE  I|.|Y|0.000|0.000|0.000|0.00|,,
119870         |MUPINASE CREAM|7.5GM|93.56|130.98|17.000| - |-|CIPLA NURTURE 1|.|Y|0.000|0.000|0.000|0.00|,,
119871         |OFLOX OZ INFUSION***B|100ML|120.71|169.00|0.000| - |-|CIPLA SPECTRACARE II|.|Y|0.000|0.000|0.000|0.00|,,
119872         |CIPLOX EYE/EAR DROPS|10ML|11.89|16.65|857.000|10/1 - 0/0|10/9.0|CIPLA SPECTRACARE LEGEND|.|Y|10.000|1.000|10.000|9.00|,,
119873         |PREDONE SYP |60ML|13.99|18.26|0.000| - |-|CIPLA PH CARE|.|Y|0.000|0.000|0.000|0.00|,,
119874         |PREDONE FORTE SYR|60ML|25.63|33.45|0.000| - |-|CIPLA PH CARE|.|Y|0.000|0.000|0.000|0.00|,,
119875         |CRESAR PLUS TAB|10S|120.14|168.19|9.000| - |-|CIPLA VITALIS III|.|Y|0.000|0.000|0.000|0.00|,,
119876         |RIVELA LOTION|100ML|290.94|429.13|0.000| - |-|CIPLA XTERNA TEAM 2|.|Y|0.000|0.000|0.000|0.00|,,
119877         |D-SOL DROPS|30ML|55.20|77.28|42.000|9/1 - 0/0|5/9.0|CIPAL SPECIALITIES 3|.|Y|9.000|1.000|5.000|9.00|,,
119878         |IRT CONTEC NON CONTACT THERMOMETER|EACH|3650.00|8000.00|1.000| - |-|SURGICAL ITEMS|.|Y|0.000|0.000|0.000|0.00|,,
119879         |RIZACT-5 MD|2GM|69.72|91.00|0.000| - |-|CIPLA IMPULSE 1|.|Y|0.000|0.000|0.000|0.00|,,
119880         |RIZACT-10 MD|10GM|111.85|146.00|0.000| - |-|CIPLA IMPULSE 1|.|Y|0.000|0.000|0.000|0.00|,,
119881         |STON 1 B6 ORAL SOLU |450ML|210.89|295.24|16.000|7/1 - 0/0|7/12.0|CIPLA UROLOGY|.|Y|7.000|1.000|7.000|12.00|,,
119882         |FOSIROL POWER|8GM|302.93|424.10|20.000| - |-|CIPLA UROLOGY|.|Y|0.000|0.000|0.000|0.00|,,
119883         |ESOMAC 10 GRANULES|3.2GM|8.57|12.00|140.000| - |-|CIPLA NURTURE 1|.|Y|0.000|0.000|0.000|0.00|,,
119884         |ESOMAC-20GRANULES|3.2GM|12.26|16.00|0.000| - |-|CIPLA NURTURE 1|.|Y|0.000|0.000|0.000|0.00|,,
119885         |TAZCAN 2.25 GM|20ML|168.60|220.00|0.000| - |-|CIPLA CRITICAL CARE|.|Y|0.000|0.000|0.000|0.00|,,
119886         |PARAFAST IV 10MG|100ML|7.86|10.25|0.000| - |-|CIPLA SPECTRACARE II|.|Y|0.000|0.000|0.000|0.00|,,
119887         |DUOLIN LD RESPULES|2.5ML|9.94|13.91|108.000|19/1 - 0/0|19/5.0|CIPLA RESP 3 NEBULIZATION|.|Y|19.000|1.000|19.000|5.00|,,
119888         |IBUGESIC SUS|100ML|15.20|21.28|40.000| - |-|CIPLA|.|Y|0.000|0.000|0.000|0.00|,,
119889         |QVIR KIT TAB|KIT|132.92|173.50|0.000| - |-|CIPLA FORESIGHT II|.|Y|0.000|0.000|0.000|0.00|,,
119890         |MEROCRIT 0.5 GM INJ|0.5GM|1076.02|1419.00|0.000| - |-|CIPLA CRITICAL CARE|.|Y|0.000|0.000|0.000|0.00|,,
119891         |IBUGESIC NANO GEL|30GM|59.29|83.00|0.000| - |-|CIPLA SPECTRACARE  I|.|Y|0.000|0.000|0.000|0.00|,,
119892         |PRASTOVA SR 75 MG TAB|7S|220.00|308.00|0.000| - |-|CIPLA SPECIALITIES 2|.|Y|0.000|0.000|0.000|0.00|,,
